2016/12/15 15:02:03;1; panda.pbm
2016/12/15 15:02:19;3; X,Y
2016/12/15 15:04:16;3; X,Y
2016/12/15 15:04:18;2; 5x3
2016/12/15 15:04:24;3; X,Y
2016/12/15 15:04:25;1; panda.pbm
2016/12/15 15:08:21;2; 5x3
2016/12/15 15:08:30;1; cadenas.pbm
2016/12/15 15:08:32;3; X,Y
2016/12/15 15:08:34;2; 5x3
2016/12/15 15:08:44;2; 5x3
2016/12/15 15:08:49;1; fusee.pbm
2016/12/15 15:09:06;3; X,Y
2016/12/15 15:09:08;1; main.pbm
2016/12/15 15:09:10;1; fusee.pbm
2016/12/15 16:11:19;1; 
